pair_id,intent_category,raw_customer_message,raw_support_reply,customer_message,support_reply
SPOT-0218,Login & Auth Issue,"@SpotifyCares Can't sign in on iPad Air, error says Offline Mode Stuck.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK,"Can't sign in on iPad Air, error says Offline Mode Stuck.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK
SPOT-0219,Subscription & Premium,@SpotifyCares Want to switch my plan from Student to Duo. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM,Want to switch my plan from Student to Duo. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM
SPOT-0220,Subscription & Premium,@SpotifyCares Want to switch my plan from Individual to Family. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM,Want to switch my plan from Individual to Family. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM
SPOT-0221,App Crash & Performance,@SpotifyCares Spotify app keeps crashing when loading Search Screen on Web Player.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK,Spotify app keeps crashing when loading Search Screen on Web Player.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK
SPOT-0222,Billing & Refund Request,@SpotifyCares Charged $5.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP,Charged $5.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP
SPOT-0223,Login & Auth Issue,"@SpotifyCares Can't sign in on iPhone 15, error says Session Expired.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK,"Can't sign in on iPhone 15, error says Session Expired.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK
SPOT-0224,Login & Auth Issue,"@SpotifyCares Can't sign in on Apple Watch, error says Offline Mode Stuck.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK,"Can't sign in on Apple Watch, error says Offline Mode Stuck.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK
SPOT-0225,App Crash & Performance,@SpotifyCares Spotify app keeps crashing when loading Liked Songs on Android 14.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK,Spotify app keeps crashing when loading Liked Songs on Android 14.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK
SPOT-0226,Subscription & Premium,@SpotifyCares Want to switch my plan from Free to Individual Premium. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM,Want to switch my plan from Free to Individual Premium. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM
SPOT-0227,Account Compromise & Security,@SpotifyCares Got account alert that password was modified on Apple Watch without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM,Got account alert that password was modified on Apple Watch without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM
SPOT-0228,Login & Auth Issue,"@SpotifyCares Can't sign in on iPhone 15, error says Error 404.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK,"Can't sign in on iPhone 15, error says Error 404.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK
SPOT-0229,General Query & Feature Request,@SpotifyCares Is Hi-Res Audio available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA,Is Hi-Res Audio available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA
SPOT-0230,General Query & Feature Request,@SpotifyCares Is Audiobook streaming available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA,Is Audiobook streaming available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA
SPOT-0231,App Crash & Performance,@SpotifyCares Spotify app keeps crashing when loading Home Tab on iPhone 15.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK,Spotify app keeps crashing when loading Home Tab on iPhone 15.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK
SPOT-0232,Subscription & Premium,@SpotifyCares Want to switch my plan from Free to Individual Premium. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM,Want to switch my plan from Free to Individual Premium. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM
SPOT-0233,Billing & Refund Request,@SpotifyCares Charged $5.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP,Charged $5.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP
SPOT-0234,Subscription & Premium,@SpotifyCares Want to switch my plan from Free to Individual Premium. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM,Want to switch my plan from Free to Individual Premium. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM
SPOT-0235,Playback & Audio Bugs,@SpotifyCares Songs stop playing randomly after 30 seconds on Windows 11.,Hey! Check background battery optimization settings for Spotify on your device. ^CA,Songs stop playing randomly after 30 seconds on Windows 11.,Hey! Check background battery optimization settings for Spotify on your device. ^CA
SPOT-0236,Playlist & Library Issues,@SpotifyCares Cannot edit or reorder tracks in my playlist My Top 2026 Hits on iPad Air.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP,Cannot edit or reorder tracks in my playlist My Top 2026 Hits on iPad Air.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP
SPOT-0237,Login & Auth Issue,"@SpotifyCares Can't sign in on Web Player, error says Authentication Failed.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK,"Can't sign in on Web Player, error says Authentication Failed.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK
SPOT-0238,Subscription & Premium,@SpotifyCares Want to switch my plan from Student to Duo. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM,Want to switch my plan from Student to Duo. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM
SPOT-0239,App Crash & Performance,@SpotifyCares Spotify app keeps crashing when loading Artist Page on iPhone 15.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK,Spotify app keeps crashing when loading Artist Page on iPhone 15.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK
SPOT-0240,Login & Auth Issue,"@SpotifyCares Can't sign in on Web Player, error says Network Timeout.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK,"Can't sign in on Web Player, error says Network Timeout.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK
SPOT-0241,Login & Auth Issue,"@SpotifyCares Can't sign in on iPad Air, error says Session Expired.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK,"Can't sign in on iPad Air, error says Session Expired.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK
SPOT-0242,Account Compromise & Security,@SpotifyCares Got account alert that password was modified on Apple Watch without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM,Got account alert that password was modified on Apple Watch without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM
